N_Execucao,Tamanho,Tempo_Execucao
1,100;0.000037
2,100;0.000030
3,100;0.000022
4,100;0.000019
5,100;0.000029
6,100;0.000027
7,100;0.000016
8,100;0.000023
9,100;0.000023
10,100;0.000029
